PI,MaxNReader,MeanCountReader,BruvID,FrameNumber,Location,MaxN,TimeToMaxN,MeanCountVideo,,,
Euan Harvey,Laura,Jordan,JI1-11,141,JarvisIsland,18,5.431,11,,,
Euan Harvey,Laura,Jordan,JI1-11,142,JarvisIsland,18,5.431,8,,,
Euan Harvey,Laura,Jordan,JI1-11,143,JarvisIsland,18,5.431,15,,,
Euan Harvey,Laura,Jordan,JI1-11,144,JarvisIsland,18,5.431,12,,,
Euan Harvey,Laura,Jordan,JI1-11,145,JarvisIsland,18,5.431,9,,,
Euan Harvey,Laura,Jordan,JI1-11,146,JarvisIsland,18,5.431,10,,,
Euan Harvey,Laura,Jordan,JI1-11,147,JarvisIsland,18,5.431,20,,,
Euan Harvey,Laura,Jordan,JI1-11,148,JarvisIsland,18,5.431,13,,,
Euan Harvey,Laura,Jordan,JI1-11,149,JarvisIsland,18,5.431,10,,,
Euan Harvey,Laura,Jordan,JI1-11,150,JarvisIsland,18,5.431,14,,,
Euan Harvey,Laura,Jordan,JI1-11,151,JarvisIsland,18,5.431,8,,,
Euan Harvey,Laura,Jordan,JI1-11,152,JarvisIsland,18,5.431,8,,,
Euan Harvey,Laura,Jordan,JI1-11,153,JarvisIsland,18,5.431,12,,,
Euan Harvey,Laura,Jordan,JI1-11,154,JarvisIsland,18,5.431,10,,,
Euan Harvey,Laura,Jordan,JI1-11,155,JarvisIsland,18,5.431,16,,,
Euan Harvey,Laura,Jordan,JI1-11,156,JarvisIsland,18,5.431,11,,,
Euan Harvey,Laura,Jordan,JI1-11,157,JarvisIsland,19,25.8848,17,,,
Euan Harvey,Laura,Jordan,JI1-11,158,JarvisIsland,20,25.8853,11,,,
Euan Harvey,Laura,Jordan,JI1-11,159,JarvisIsland,20,25.8853,14,,,
Euan Harvey,Laura,Jordan,JI1-11,160,JarvisIsland,20,25.8853,15,,,
Euan Harvey,Laura,Jordan,JI1-11,161,JarvisIsland,20,25.8853,12,,,
Euan Harvey,Laura,Jordan,JI1-11,162,JarvisIsland,20,25.8853,10,,,
Euan Harvey,Laura,Jordan,JI1-11,163,JarvisIsland,20,25.8853,9,,,
Euan Harvey,Laura,Jordan,JI1-11,164,JarvisIsland,20,25.8853,8,,,
Euan Harvey,Laura,Jordan,JI1-11,165,JarvisIsland,20,25.8853,12,,,
Euan Harvey,Laura,Jordan,JI1-11,166,JarvisIsland,20,25.8853,9,,,
Euan Harvey,Laura,Jordan,JI1-11,167,JarvisIsland,20,25.8853,9,,,
Euan Harvey,Laura,Jordan,JI1-11,168,JarvisIsland,20,25.8853,13,,,
Euan Harvey,Laura,Jordan,JI1-11,169,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,170,JarvisIsland,20,25.8853,9,,,
Euan Harvey,Laura,Jordan,JI1-11,171,JarvisIsland,20,25.8853,12,,,
Euan Harvey,Laura,Jordan,JI1-11,172,JarvisIsland,20,25.8853,11,,,
Euan Harvey,Laura,Jordan,JI1-11,173,JarvisIsland,20,25.8853,13,,,
Euan Harvey,Laura,Jordan,JI1-11,174,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,175,JarvisIsland,20,25.8853,6,,,
Euan Harvey,Laura,Jordan,JI1-11,176,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,177,JarvisIsland,20,25.8853,8,,,
Euan Harvey,Laura,Jordan,JI1-11,178,JarvisIsland,20,25.8853,12,,,
Euan Harvey,Laura,Jordan,JI1-11,179,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,180,JarvisIsland,20,25.8853,9,,,
Euan Harvey,Laura,Jordan,JI1-11,181,JarvisIsland,20,25.8853,6,,,
Euan Harvey,Laura,Jordan,JI1-11,182,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,183,JarvisIsland,20,25.8853,8,,,
Euan Harvey,Laura,Jordan,JI1-11,184,JarvisIsland,20,25.8853,10,,,
Euan Harvey,Laura,Jordan,JI1-11,185,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,186,JarvisIsland,20,25.8853,11,,,
Euan Harvey,Laura,Jordan,JI1-11,187,JarvisIsland,20,25.8853,10,,,
Euan Harvey,Laura,Jordan,JI1-11,188,JarvisIsland,20,25.8853,11,,,
Euan Harvey,Laura,Jordan,JI1-11,189,JarvisIsland,20,25.8853,10,,,
Euan Harvey,Laura,Jordan,JI1-11,190,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,191,JarvisIsland,20,25.8853,6,,,
Euan Harvey,Laura,Jordan,JI1-11,192,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,193,JarvisIsland,20,25.8853,5,,,
Euan Harvey,Laura,Jordan,JI1-11,194,JarvisIsland,20,25.8853,6,,,
Euan Harvey,Laura,Jordan,JI1-11,195,JarvisIsland,20,25.8853,6,,,
Euan Harvey,Laura,Jordan,JI1-11,196,JarvisIsland,20,25.8853,4,,,
Euan Harvey,Laura,Jordan,JI1-11,197,JarvisIsland,20,25.8853,5,,,
Euan Harvey,Laura,Jordan,JI1-11,198,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,199,JarvisIsland,20,25.8853,9,,,
Euan Harvey,Laura,Jordan,JI1-11,200,JarvisIsland,20,25.8853,8,,,
Euan Harvey,Laura,Jordan,JI1-11,201,JarvisIsland,20,25.8853,10,,,
Euan Harvey,Laura,Jordan,JI1-11,202,JarvisIsland,20,25.8853,12,,,
Euan Harvey,Laura,Jordan,JI1-11,203,JarvisIsland,20,25.8853,11,,,
Euan Harvey,Laura,Jordan,JI1-11,204,JarvisIsland,20,25.8853,12,,,
Euan Harvey,Laura,Jordan,JI1-11,205,JarvisIsland,20,25.8853,8,,,
Euan Harvey,Laura,Jordan,JI1-11,206,JarvisIsland,20,25.8853,2,,,
Euan Harvey,Laura,Jordan,JI1-11,207,JarvisIsland,20,25.8853,2,,,
Euan Harvey,Laura,Jordan,JI1-11,208,JarvisIsland,20,25.8853,5,,,
Euan Harvey,Laura,Jordan,JI1-11,209,JarvisIsland,20,25.8853,5,,,
Euan Harvey,Laura,Jordan,JI1-11,210,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,211,JarvisIsland,20,25.8853,7,,,
Euan Harvey,Laura,Jordan,JI1-11,212,JarvisIsland,20,25.8853,5,,,
Euan Harvey,Laura,Jordan,JI1-11,213,JarvisIsland,20,25.8853,4,,,
Euan Harvey,Laura,Jordan,JI1-11,214,JarvisIsland,20,25.8853,8,,,
Euan Harvey,Laura,Jordan,JI1-11,215,JarvisIsland,20,25.8853,8,,,
Euan Harvey,Laura,Jordan,JI1-11,216,JarvisIsland,20,25.8853,8,,,
Euan Harvey,Laura,Jordan,JI1-11,217,JarvisIsland,20,25.8853,11,,,
Euan Harvey,Laura,Jordan,JI1-11,218,JarvisIsland,20,25.8853,5,,,
Euan Harvey,Laura,Jordan,JI1-11,219,JarvisIsland,20,25.8853,9,,,
Euan Harvey,Laura,Jordan,JI1-11,220,JarvisIsland,20,25.8853,10,,,
Euan Harvey,Laura,Jordan,JI1-11,221,JarvisIsland,20,25.8853,11,,,
Euan Harvey,Laura,Jordan,JI1-11,222,JarvisIsland,20,25.8853,10,,,
Euan Harvey,Laura,Jordan,JI1-11,223,JarvisIsland,20,25.8853,9,,,
Euan Harvey,Laura,Jordan,JI1-11,224,JarvisIsland,21,37.0192,21,,,
Euan Harvey,Laura,Jordan,JI1-11,225,JarvisIsland,21,37.0192,6,,,
Euan Harvey,Laura,Jordan,JI1-11,226,JarvisIsland,21,37.0192,10,,,
Euan Harvey,Laura,Jordan,JI1-11,227,JarvisIsland,21,37.0192,11,,,
Euan Harvey,Laura,Jordan,JI1-11,228,JarvisIsland,21,37.0192,6,,,
Euan Harvey,Laura,Jordan,JI1-11,229,JarvisIsland,21,37.0192,12,,,
Euan Harvey,Laura,Jordan,JI1-11,230,JarvisIsland,22,38.077,17,,,
Euan Harvey,Laura,Jordan,JI1-11,231,JarvisIsland,23,38.5074,11,,,
Euan Harvey,Laura,Jordan,JI1-11,232,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,233,JarvisIsland,24,38.508,22,,,
Euan Harvey,Laura,Jordan,JI1-11,234,JarvisIsland,24,38.508,16,,,
Euan Harvey,Laura,Jordan,JI1-11,235,JarvisIsland,24,38.508,13,,,
Euan Harvey,Laura,Jordan,JI1-11,236,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,237,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,238,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,239,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,240,JarvisIsland,24,38.508,13,,,
Euan Harvey,Laura,Jordan,JI1-11,241,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,242,JarvisIsland,24,38.508,14,,,
Euan Harvey,Laura,Jordan,JI1-11,243,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,244,JarvisIsland,24,38.508,11,,,
Euan Harvey,Laura,Jordan,JI1-11,245,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,246,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,247,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,248,JarvisIsland,24,38.508,12,,,
Euan Harvey,Laura,Jordan,JI1-11,249,JarvisIsland,24,38.508,12,,,
Euan Harvey,Laura,Jordan,JI1-11,250,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,251,JarvisIsland,24,38.508,16,,,
Euan Harvey,Laura,Jordan,JI1-11,252,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,253,JarvisIsland,24,38.508,13,,,
Euan Harvey,Laura,Jordan,JI1-11,254,JarvisIsland,24,38.508,13,,,
Euan Harvey,Laura,Jordan,JI1-11,255,JarvisIsland,24,38.508,15,,,
Euan Harvey,Laura,Jordan,JI1-11,256,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,257,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,258,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,259,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,260,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,261,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,262,JarvisIsland,24,38.508,11,,,
Euan Harvey,Laura,Jordan,JI1-11,263,JarvisIsland,24,38.508,13,,,
Euan Harvey,Laura,Jordan,JI1-11,264,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,265,JarvisIsland,24,38.508,12,,,
Euan Harvey,Laura,Jordan,JI1-11,266,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,267,JarvisIsland,24,38.508,11,,,
Euan Harvey,Laura,Jordan,JI1-11,268,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,269,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,270,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,271,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,272,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,273,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,274,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,275,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,276,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,277,JarvisIsland,24,38.508,1,,,
Euan Harvey,Laura,Jordan,JI1-11,278,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,279,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,280,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,281,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,282,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,283,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,284,JarvisIsland,24,38.508,14,,,
Euan Harvey,Laura,Jordan,JI1-11,285,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,286,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,287,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,288,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,289,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,290,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,291,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,292,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,293,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,294,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,295,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,296,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,297,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,298,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,299,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,300,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,301,JarvisIsland,24,38.508,13,,,
Euan Harvey,Laura,Jordan,JI1-11,302,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,303,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,304,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,305,JarvisIsland,24,38.508,13,,,
Euan Harvey,Laura,Jordan,JI1-11,306,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,307,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,308,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,309,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,310,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,311,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,312,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,313,JarvisIsland,24,38.508,2,,,
Euan Harvey,Laura,Jordan,JI1-11,314,JarvisIsland,24,38.508,1,,,
Euan Harvey,Laura,Jordan,JI1-11,315,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,316,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,317,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,318,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,319,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,320,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,321,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,322,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,323,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,324,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,325,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,326,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,327,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,328,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,329,JarvisIsland,24,38.508,15,,,
Euan Harvey,Laura,Jordan,JI1-11,330,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,331,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,332,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,333,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,334,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,335,JarvisIsland,24,38.508,9,,,
Euan Harvey,Laura,Jordan,JI1-11,336,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,337,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,338,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,339,JarvisIsland,24,38.508,6,,,
Euan Harvey,Laura,Jordan,JI1-11,340,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,341,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,342,JarvisIsland,24,38.508,8,,,
Euan Harvey,Laura,Jordan,JI1-11,343,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,344,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,345,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,346,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,347,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,348,JarvisIsland,24,38.508,5,,,
Euan Harvey,Laura,Jordan,JI1-11,349,JarvisIsland,24,38.508,11,,,
Euan Harvey,Laura,Jordan,JI1-11,350,JarvisIsland,24,38.508,7,,,
Euan Harvey,Laura,Jordan,JI1-11,351,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,352,JarvisIsland,24,38.508,4,,,
Euan Harvey,Laura,Jordan,JI1-11,353,JarvisIsland,24,38.508,10,,,
Euan Harvey,Laura,Jordan,JI1-11,354,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,355,JarvisIsland,24,38.508,2,,,
Euan Harvey,Laura,Jordan,JI1-11,356,JarvisIsland,24,38.508,1,,,
Euan Harvey,Laura,Jordan,JI1-11,357,JarvisIsland,24,38.508,3,,,
Euan Harvey,Laura,Jordan,JI1-11,358,JarvisIsland,24,38.508,2,,,
Euan Harvey,Laura,Jordan,JI1-11,359,JarvisIsland,24,38.508,2,,,
Euan Harvey,Laura,Jordan,JI1-11,360,JarvisIsland,24,38.508,2,,,
Euan Harvey,Jordan,Laura,JI1-16,1,JarvisIsland,0,0,0,,,
Euan Harvey,Jordan,Laura,JI1-16,2,JarvisIsland,0,0,0,,,
Euan Harvey,Jordan,Laura,JI1-16,3,JarvisIsland,0,0,0,,,
Euan Harvey,Jordan,Laura,JI1-16,4,JarvisIsland,0,0,0,,,
Euan Harvey,Jordan,Laura,JI1-16,5,JarvisIsland,1,0.6912,0,,,
Euan Harvey,Jordan,Laura,JI1-16,6,JarvisIsland,2,0.7146,0,,,
Euan Harvey,Jordan,Laura,JI1-16,7,JarvisIsland,2,0.7146,0,,,
Euan Harvey,Jordan,Laura,JI1-16,8,JarvisIsland,2,0.7146,0,,,
Euan Harvey,Jordan,Laura,JI1-16,9,JarvisIsland,2,0.7146,1,,,
Euan Harvey,Jordan,Laura,JI1-16,10,JarvisIsland,2,0.7146,1,,,
Euan Harvey,Jordan,Laura,JI1-16,11,JarvisIsland,3,1.715,1,,,
Euan Harvey,Jordan,Laura,JI1-16,12,JarvisIsland,3,1.715,1,,,
Euan Harvey,Jordan,Laura,JI1-16,13,JarvisIsland,3,1.715,1,,,
Euan Harvey,Jordan,Laura,JI1-16,14,JarvisIsland,3,1.715,0,,,
Euan Harvey,Jordan,Laura,JI1-16,15,JarvisIsland,3,1.715,0,,,
Euan Harvey,Jordan,Laura,JI1-16,16,JarvisIsland,4,2.6955,1,,,
Euan Harvey,Jordan,Laura,JI1-16,17,JarvisIsland,4,2.6955,3,,,
Euan Harvey,Jordan,Laura,JI1-16,18,JarvisIsland,4,2.6955,2,,,
Euan Harvey,Jordan,Laura,JI1-16,19,JarvisIsland,4,2.6955,2,,,
Euan Harvey,Jordan,Laura,JI1-16,20,JarvisIsland,5,3.3233,1,,,
Euan Harvey,Jordan,Laura,JI1-16,21,JarvisIsland,5,3.3233,4,,,
Euan Harvey,Jordan,Laura,JI1-16,22,JarvisIsland,5,3.3233,4,,,
Euan Harvey,Jordan,Laura,JI1-16,23,JarvisIsland,5,3.3233,4,,,
Euan Harvey,Jordan,Laura,JI1-16,24,JarvisIsland,5,3.3233,3,,,
Euan Harvey,Jordan,Laura,JI1-16,25,JarvisIsland,6,3.9734,5,,,
Euan Harvey,Jordan,Laura,JI1-16,26,JarvisIsland,6,3.9734,3,,,
Euan Harvey,Jordan,Laura,JI1-16,27,JarvisIsland,6,3.9734,3,,,
Euan Harvey,Jordan,Laura,JI1-16,28,JarvisIsland,6,3.9734,3,,,
Euan Harvey,Jordan,Laura,JI1-16,29,JarvisIsland,7,4.7536,4,,,
Euan Harvey,Jordan,Laura,JI1-16,30,JarvisIsland,8,4.7553,4,,,
Euan Harvey,Jordan,Laura,JI1-16,31,JarvisIsland,8,4.7553,4,,,
Euan Harvey,Jordan,Laura,JI1-16,32,JarvisIsland,8,4.7553,6,,,
Euan Harvey,Jordan,Laura,JI1-16,33,JarvisIsland,8,4.7553,7,,,
Euan Harvey,Jordan,Laura,JI1-16,34,JarvisIsland,8,4.7553,5,,,
Euan Harvey,Jordan,Laura,JI1-16,35,JarvisIsland,8,4.7553,3,,,
Euan Harvey,Jordan,Laura,JI1-16,36,JarvisIsland,8,4.7553,5,,,
Euan Harvey,Jordan,Laura,JI1-16,37,JarvisIsland,9,6.0472,6,,,
Euan Harvey,Jordan,Laura,JI1-16,38,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,39,JarvisIsland,10,6.0772,4,,,
Euan Harvey,Jordan,Laura,JI1-16,40,JarvisIsland,10,6.0772,6,,,
Euan Harvey,Jordan,Laura,JI1-16,41,JarvisIsland,10,6.0772,2,,,
Euan Harvey,Jordan,Laura,JI1-16,42,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,43,JarvisIsland,10,6.0772,4,,,
Euan Harvey,Jordan,Laura,JI1-16,44,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,45,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,46,JarvisIsland,10,6.0772,6,,,
Euan Harvey,Jordan,Laura,JI1-16,47,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,48,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,49,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,50,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,51,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,52,JarvisIsland,10,6.0772,7,,,
Euan Harvey,Jordan,Laura,JI1-16,53,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,54,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,55,JarvisIsland,10,6.0772,6,,,
Euan Harvey,Jordan,Laura,JI1-16,56,JarvisIsland,10,6.0772,8,,,
Euan Harvey,Jordan,Laura,JI1-16,57,JarvisIsland,10,6.0772,8,,,
Euan Harvey,Jordan,Laura,JI1-16,58,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,59,JarvisIsland,10,6.0772,6,,,
Euan Harvey,Jordan,Laura,JI1-16,60,JarvisIsland,10,6.0772,4,,,
Euan Harvey,Jordan,Laura,JI1-16,61,JarvisIsland,10,6.0772,6,,,
Euan Harvey,Jordan,Laura,JI1-16,62,JarvisIsland,10,6.0772,1,,,
Euan Harvey,Jordan,Laura,JI1-16,63,JarvisIsland,10,6.0772,9,,,
Euan Harvey,Jordan,Laura,JI1-16,64,JarvisIsland,10,6.0772,9,,,
Euan Harvey,Jordan,Laura,JI1-16,65,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,66,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,67,JarvisIsland,10,6.0772,4,,,
Euan Harvey,Jordan,Laura,JI1-16,68,JarvisIsland,10,6.0772,7,,,
Euan Harvey,Jordan,Laura,JI1-16,69,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,70,JarvisIsland,10,6.0772,8,,,
Euan Harvey,Jordan,Laura,JI1-16,71,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,72,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,73,JarvisIsland,10,6.0772,4,,,
Euan Harvey,Jordan,Laura,JI1-16,74,JarvisIsland,10,6.0772,4,,,
Euan Harvey,Jordan,Laura,JI1-16,75,JarvisIsland,10,6.0772,4,,,
Euan Harvey,Jordan,Laura,JI1-16,76,JarvisIsland,10,6.0772,8,,,
Euan Harvey,Jordan,Laura,JI1-16,77,JarvisIsland,10,6.0772,7,,,
Euan Harvey,Jordan,Laura,JI1-16,78,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,79,JarvisIsland,10,6.0772,2,,,
Euan Harvey,Jordan,Laura,JI1-16,80,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,81,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,82,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,83,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,84,JarvisIsland,10,6.0772,5,,,
Euan Harvey,Jordan,Laura,JI1-16,85,JarvisIsland,10,6.0772,6,,,
Euan Harvey,Jordan,Laura,JI1-16,86,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,87,JarvisIsland,10,6.0772,6,,,
Euan Harvey,Jordan,Laura,JI1-16,88,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,89,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,90,JarvisIsland,10,6.0772,2,,,
Euan Harvey,Jordan,Laura,JI1-16,91,JarvisIsland,10,6.0772,2,,,
Euan Harvey,Jordan,Laura,JI1-16,92,JarvisIsland,10,6.0772,3,,,
Euan Harvey,Jordan,Laura,JI1-16,93,JarvisIsland,10,6.0772,6,,,
